EmployeeID,recorddate_key,birthdate_key,orighiredate_key,terminationdate_key,age,length_of_service,city_name,department_name,job_title,store_name,gender_short,gender_full,termreason_desc,termtype_desc,STATUS_YEAR,STATUS,BUSINESS_UNIT
7423,12/31/2013 0:00,1/27/1988,4/15/2010,1/1/1900,25,3,Cranbrook,Processed Foods,Shelf Stocker,8,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7423,12/31/2014 0:00,1/27/1988,4/15/2010,1/1/1900,26,4,Cranbrook,Processed Foods,Shelf Stocker,8,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7423,12/31/2015 0:00,1/27/1988,4/15/2010,1/1/1900,27,5,Cranbrook,Processed Foods,Shelf Stocker,8,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7424,12/31/2010 0:00,1/26/1988,4/15/2010,10/15/2011,22,0,Squamish,Customer Service,Cashier,30,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7425,12/31/2010 0:00,1/31/1988,4/17/2010,12/3/2011,22,0,Bella Bella,Customer Service,Cashier,3,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7426,12/31/2010 0:00,2/6/1988,4/20/2010,1/1/1900,22,0,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7426,12/31/2011 0:00,2/6/1988,4/20/2010,1/1/1900,23,1,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7426,12/31/2012 0:00,2/6/1988,4/20/2010,1/1/1900,24,2,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7426,12/31/2013 0:00,2/6/1988,4/20/2010,1/1/1900,25,3,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7426,12/31/2014 0:00,2/6/1988,4/20/2010,1/1/1900,26,4,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7426,12/31/2015 0:00,2/6/1988,4/20/2010,1/1/1900,27,5,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7427,12/31/2010 0:00,2/6/1988,4/20/2010,1/1/1900,22,0,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7427,12/31/2011 0:00,2/6/1988,4/20/2010,1/1/1900,23,1,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7427,12/31/2012 0:00,2/6/1988,4/20/2010,1/1/1900,24,2,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7427,12/31/2013 0:00,2/6/1988,4/20/2010,1/1/1900,25,3,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7427,12/31/2014 0:00,2/6/1988,4/20/2010,1/1/1900,26,4,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7427,12/31/2015 0:00,2/6/1988,4/20/2010,1/1/1900,27,5,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7428,12/31/2010 0:00,2/13/1988,4/24/2010,1/1/1900,22,0,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7428,12/31/2011 0:00,2/13/1988,4/24/2010,1/1/1900,23,1,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7428,12/31/2012 0:00,2/13/1988,4/24/2010,1/1/1900,24,2,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7428,12/31/2013 0:00,2/13/1988,4/24/2010,1/1/1900,25,3,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7428,12/31/2014 0:00,2/13/1988,4/24/2010,1/1/1900,26,4,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7428,12/31/2015 0:00,2/13/1988,4/24/2010,1/1/1900,27,5,Victoria,Processed Foods,Shelf Stocker,46,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7429,12/31/2010 0:00,2/12/1988,4/24/2010,1/1/1900,22,0,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7429,12/31/2011 0:00,2/12/1988,4/24/2010,1/1/1900,23,1,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7429,12/31/2012 0:00,2/12/1988,4/24/2010,1/1/1900,24,2,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7429,12/31/2013 0:00,2/12/1988,4/24/2010,1/1/1900,25,3,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7429,12/31/2014 0:00,2/12/1988,4/24/2010,1/1/1900,26,4,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7429,12/31/2015 0:00,2/12/1988,4/24/2010,1/1/1900,27,5,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7430,12/31/2010 0:00,2/14/1988,4/25/2010,10/25/2011,22,0,Surrey,Customer Service,Cashier,31,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7431,12/31/2010 0:00,2/17/1988,4/26/2010,1/1/1900,22,0,Fort St John,Processed Foods,Shelf Stocker,12,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7431,12/31/2011 0:00,2/17/1988,4/26/2010,1/1/1900,23,1,Fort St John,Processed Foods,Shelf Stocker,12,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7431,12/31/2012 0:00,2/17/1988,4/26/2010,1/1/1900,24,2,Fort St John,Processed Foods,Shelf Stocker,12,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7431,12/31/2013 0:00,2/17/1988,4/26/2010,1/1/1900,25,3,Fort St John,Processed Foods,Shelf Stocker,12,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7431,12/31/2014 0:00,2/17/1988,4/26/2010,1/1/1900,26,4,Fort St John,Processed Foods,Shelf Stocker,12,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7431,12/31/2015 0:00,2/17/1988,4/26/2010,1/1/1900,27,5,Fort St John,Processed Foods,Shelf Stocker,12,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7432,12/31/2010 0:00,2/21/1988,4/28/2010,1/1/1900,22,0,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7432,12/31/2011 0:00,2/21/1988,4/28/2010,1/1/1900,23,1,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7432,12/31/2012 0:00,2/21/1988,4/28/2010,1/1/1900,24,2,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7432,12/31/2013 0:00,2/21/1988,4/28/2010,1/1/1900,25,3,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7432,12/31/2014 0:00,2/21/1988,4/28/2010,1/1/1900,26,4,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7432,12/31/2015 0:00,2/21/1988,4/28/2010,1/1/1900,27,5,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7433,12/31/2010 0:00,2/22/1988,4/29/2010,10/29/2011,22,0,Nanaimo,Customer Service,Cashier,18,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7434,12/31/2010 0:00,2/25/1988,4/30/2010,10/30/2011,22,0,Langley,Customer Service,Cashier,17,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7435,12/31/2010 0:00,3/1/1988,5/3/2010,11/3/2011,22,0,Chilliwack,Customer Service,Cashier,6,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7436,12/31/2010 0:00,3/1/1988,5/3/2010,1/1/1900,22,0,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7436,12/31/2011 0:00,3/1/1988,5/3/2010,1/1/1900,23,1,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7436,12/31/2012 0:00,3/1/1988,5/3/2010,1/1/1900,24,2,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7436,12/31/2013 0:00,3/1/1988,5/3/2010,1/1/1900,25,3,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7436,12/31/2014 0:00,3/1/1988,5/3/2010,1/1/1900,26,4,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7436,12/31/2015 0:00,3/1/1988,5/3/2010,1/1/1900,27,5,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7437,12/31/2010 0:00,3/11/1988,5/8/2010,1/1/1900,22,0,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7437,12/31/2011 0:00,3/11/1988,5/8/2010,1/1/1900,23,1,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7437,12/31/2012 0:00,3/11/1988,5/8/2010,1/1/1900,24,2,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7437,12/31/2013 0:00,3/11/1988,5/8/2010,1/1/1900,25,3,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7437,12/31/2014 0:00,3/11/1988,5/8/2010,1/1/1900,26,4,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7437,12/31/2015 0:00,3/11/1988,5/8/2010,1/1/1900,27,5,Burnaby,Dairy,Dairy Person,5,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7438,12/31/2010 0:00,3/13/1988,5/9/2010,1/1/1900,22,0,Kamloops,Processed Foods,Shelf Stocker,15,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7438,12/31/2011 0:00,3/13/1988,5/9/2010,1/1/1900,23,1,Kamloops,Processed Foods,Shelf Stocker,15,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7438,12/31/2012 0:00,3/13/1988,5/9/2010,1/1/1900,24,2,Kamloops,Processed Foods,Shelf Stocker,15,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7438,12/31/2013 0:00,3/13/1988,5/9/2010,1/1/1900,25,3,Kamloops,Processed Foods,Shelf Stocker,15,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7438,12/31/2014 0:00,3/13/1988,5/9/2010,1/1/1900,26,4,Kamloops,Processed Foods,Shelf Stocker,15,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7438,12/31/2015 0:00,3/13/1988,5/9/2010,1/1/1900,27,5,Kamloops,Processed Foods,Shelf Stocker,15,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7439,12/31/2010 0:00,3/16/1988,5/11/2010,11/11/2011,22,0,Vernon,Customer Service,Cashier,36,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7440,12/31/2010 0:00,3/16/1988,5/11/2010,11/11/2011,22,0,Squamish,Customer Service,Cashier,30,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7441,12/31/2010 0:00,3/18/1988,5/12/2010,12/30/2014,22,0,Haney,Meats,Meat Cutter,14,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7441,12/31/2011 0:00,3/18/1988,5/12/2010,12/30/2014,23,1,Haney,Meats,Meat Cutter,14,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7441,12/31/2012 0:00,3/18/1988,5/12/2010,12/30/2014,24,2,Haney,Meats,Meat Cutter,14,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7441,12/31/2013 0:00,3/18/1988,5/12/2010,12/30/2014,25,3,Haney,Meats,Meat Cutter,14,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7442,12/31/2010 0:00,3/21/1988,5/13/2010,1/1/1900,22,0,Kelowna,Processed Foods,Shelf Stocker,16,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7442,12/31/2011 0:00,3/21/1988,5/13/2010,1/1/1900,23,1,Kelowna,Processed Foods,Shelf Stocker,16,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7442,12/31/2012 0:00,3/21/1988,5/13/2010,1/1/1900,24,2,Kelowna,Processed Foods,Shelf Stocker,16,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7442,12/31/2013 0:00,3/21/1988,5/13/2010,1/1/1900,25,3,Kelowna,Processed Foods,Shelf Stocker,16,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7442,12/31/2014 0:00,3/21/1988,5/13/2010,1/1/1900,26,4,Kelowna,Processed Foods,Shelf Stocker,16,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7442,12/31/2015 0:00,3/21/1988,5/13/2010,1/1/1900,27,5,Kelowna,Processed Foods,Shelf Stocker,16,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7443,12/31/2010 0:00,3/23/1988,5/14/2010,1/1/1900,22,0,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7443,12/31/2011 0:00,3/23/1988,5/14/2010,1/1/1900,23,1,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7443,12/31/2012 0:00,3/23/1988,5/14/2010,1/1/1900,24,2,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7443,12/31/2013 0:00,3/23/1988,5/14/2010,1/1/1900,25,3,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7443,12/31/2014 0:00,3/23/1988,5/14/2010,1/1/1900,26,4,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7443,12/31/2015 0:00,3/23/1988,5/14/2010,1/1/1900,27,5,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7444,12/31/2010 0:00,3/22/1988,5/14/2010,1/1/1900,22,0,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7444,12/31/2011 0:00,3/22/1988,5/14/2010,1/1/1900,23,1,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7444,12/31/2012 0:00,3/22/1988,5/14/2010,1/1/1900,24,2,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7444,12/31/2013 0:00,3/22/1988,5/14/2010,1/1/1900,25,3,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7444,12/31/2014 0:00,3/22/1988,5/14/2010,1/1/1900,26,4,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7444,12/31/2015 0:00,3/22/1988,5/14/2010,1/1/1900,27,5,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7445,12/31/2010 0:00,3/25/1988,5/15/2010,1/1/1900,22,0,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7445,12/31/2011 0:00,3/25/1988,5/15/2010,1/1/1900,23,1,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7445,12/31/2012 0:00,3/25/1988,5/15/2010,1/1/1900,24,2,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7445,12/31/2013 0:00,3/25/1988,5/15/2010,1/1/1900,25,3,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7445,12/31/2014 0:00,3/25/1988,5/15/2010,1/1/1900,26,4,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7445,12/31/2015 0:00,3/25/1988,5/15/2010,1/1/1900,27,5,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7446,12/31/2010 0:00,3/26/1988,5/16/2010,1/1/1900,22,0,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7446,12/31/2011 0:00,3/26/1988,5/16/2010,1/1/1900,23,1,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7446,12/31/2012 0:00,3/26/1988,5/16/2010,1/1/1900,24,2,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7446,12/31/2013 0:00,3/26/1988,5/16/2010,1/1/1900,25,3,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7446,12/31/2014 0:00,3/26/1988,5/16/2010,1/1/1900,26,4,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7446,12/31/2015 0:00,3/26/1988,5/16/2010,1/1/1900,27,5,Vancouver,Produce,Produce Clerk,44,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7447,12/31/2010 0:00,3/26/1988,5/16/2010,1/1/1900,22,0,New Westminster,Processed Foods,Shelf Stocker,21,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7447,12/31/2011 0:00,3/26/1988,5/16/2010,1/1/1900,23,1,New Westminster,Processed Foods,Shelf Stocker,21,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7447,12/31/2012 0:00,3/26/1988,5/16/2010,1/1/1900,24,2,New Westminster,Processed Foods,Shelf Stocker,21,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7447,12/31/2013 0:00,3/26/1988,5/16/2010,1/1/1900,25,3,New Westminster,Processed Foods,Shelf Stocker,21,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7447,12/31/2014 0:00,3/26/1988,5/16/2010,1/1/1900,26,4,New Westminster,Processed Foods,Shelf Stocker,21,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7447,12/31/2015 0:00,3/26/1988,5/16/2010,1/1/1900,27,5,New Westminster,Processed Foods,Shelf Stocker,21,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7448,12/31/2010 0:00,3/28/1988,5/17/2010,2/14/2012,22,0,Prince George,Customer Service,Cashier,26,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7448,12/31/2011 0:00,3/28/1988,5/17/2010,2/14/2012,23,1,Prince George,Customer Service,Cashier,26,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7449,12/31/2010 0:00,3/30/1988,5/18/2010,1/1/1900,22,0,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7449,12/31/2011 0:00,3/30/1988,5/18/2010,1/1/1900,23,1,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7449,12/31/2012 0:00,3/30/1988,5/18/2010,1/1/1900,24,2,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7449,12/31/2013 0:00,3/30/1988,5/18/2010,1/1/1900,25,3,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7449,12/31/2014 0:00,3/30/1988,5/18/2010,1/1/1900,26,4,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7449,12/31/2015 0:00,3/30/1988,5/18/2010,1/1/1900,27,5,Vancouver,Produce,Produce Clerk,44,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7450,12/31/2010 0:00,4/10/1988,5/24/2010,1/1/1900,22,0,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7450,12/31/2011 0:00,4/10/1988,5/24/2010,1/1/1900,23,1,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7450,12/31/2012 0:00,4/10/1988,5/24/2010,1/1/1900,24,2,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7450,12/31/2013 0:00,4/10/1988,5/24/2010,1/1/1900,25,3,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
7450,12/31/2014 0:00,4/10/1988,5/24/2010,1/1/1900,26,4,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
7450,12/31/2015 0:00,4/10/1988,5/24/2010,1/1/1900,27,5,Terrace,Customer Service,Cashier,32,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
7451,12/31/2010 0:00,4/13/1988,5/25/2010,1/1/1900,22,0,Prince George,Customer Service,Cashier,26,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
7451,12/31/2011 0:00,4/13/1988,5/25/2010,1/1/1900,23,1,Prince George,Customer Service,Cashier,26,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
7451,12/31/2012 0:00,4/13/1988,5/25/2010,1/1/1900,24,2,Prince George,Customer Service,Cashier,26,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
7451,12/31/2013 0:00,4/13/1988,5/25/2010,1/1/1900,25,3,Prince George,Customer Service,Cashier,26,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
